bug_id,classes_modified
32,"org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet"
33,"org.apache.commons.math3.optimization.linear.SimplexTableau"
34,"org.apache.commons.math3.genetics.ListPopulation"
35,"org.apache.commons.math3.genetics.ElitisticListPopulation"
36,"org.apache.commons.math.fraction.BigFraction"
37,"org.apache.commons.math.complex.Complex"
38,"org.apache.commons.math.optimization.direct.BOBYQAOptimizer"
39,"org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator"
40,"org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver"
41,"org.apache.commons.math.stat.descriptive.moment.Variance"
42,"org.apache.commons.math.optimization.linear.SimplexTableau"
43,"org.apache.commons.math.stat.descriptive.SummaryStatistics"
44,"org.apache.commons.math.ode.AbstractIntegrator"
45,"org.apache.commons.math.linear.OpenMapRealMatrix"
46,"org.apache.commons.math.complex.Complex"
47,"org.apache.commons.math.complex.Complex"
48,"org.apache.commons.math.analysis.solvers.BaseSecantSolver"
49,"org.apache.commons.math.linear.OpenMapRealVector"
50,"org.apache.commons.math.analysis.solvers.BaseSecantSolver"
51,"org.apache.commons.math.analysis.solvers.BaseSecantSolver"
52,"org.apache.commons.math.geometry.euclidean.threed.Rotation"
53,"org.apache.commons.math.complex.Complex"
54,"org.apache.commons.math.dfp.Dfp"
55,"org.apache.commons.math.geometry.Vector3D"
56,"org.apache.commons.math.util.MultidimensionalCounter"
57,"org.apache.commons.math.stat.clustering.KMeansPlusPlusClusterer"
58,"org.apache.commons.math.optimization.fitting.GaussianFitter"
59,"org.apache.commons.math.util.FastMath"
60,"org.apache.commons.math.distribution.NormalDistributionImpl"
61,"org.apache.commons.math.distribution.PoissonDistributionImpl"
62,"org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer"
63,"org.apache.commons.math.util.MathUtils"
64,"org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer"
65,"org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer"
66,"org.apache.commons.math.optimization.univariate.BrentOptimizer"
67,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer"
68,"org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer"
69,"org.apache.commons.math.stat.correlation.PearsonsCorrelation"
70,"org.apache.commons.math.analysis.solvers.BisectionSolver"
71,"org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator;org.apache.commons.math.ode.nonstiff.RungeKuttaIntegrator"
72,"org.apache.commons.math.analysis.solvers.BrentSolver"
73,"org.apache.commons.math.analysis.solvers.BrentSolver"
74,"org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator"
75,"org.apache.commons.math.stat.Frequency"
76,"org.apache.commons.math.linear.SingularValueDecompositionImpl"
77,"org.apache.commons.math.linear.ArrayRealVector;org.apache.commons.math.linear.OpenMapRealVector"
78,"org.apache.commons.math.ode.events.EventState"
79,"org.apache.commons.math.util.MathUtils"
80,"org.apache.commons.math.linear.EigenDecompositionImpl"
81,"org.apache.commons.math.linear.EigenDecompositionImpl"
82,"org.apache.commons.math.optimization.linear.SimplexSolver"
83,"org.apache.commons.math.optimization.linear.SimplexTableau"
84,"org.apache.commons.math.optimization.direct.MultiDirectional"
85,"org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils"
86,"org.apache.commons.math.linear.CholeskyDecompositionImpl"
87,"org.apache.commons.math.optimization.linear.SimplexTableau"
88,"org.apache.commons.math.optimization.linear.SimplexTableau"
89,"org.apache.commons.math.stat.Frequency"
90,"org.apache.commons.math.stat.Frequency"
91,"org.apache.commons.math.fraction.Fraction"
92,"org.apache.commons.math.util.MathUtils"
93,"org.apache.commons.math.util.MathUtils"
94,"org.apache.commons.math.util.MathUtils"
95,"org.apache.commons.math.distribution.FDistributionImpl"
96,"org.apache.commons.math.complex.Complex"
97,"org.apache.commons.math.analysis.BrentSolver"
98,"org.apache.commons.math.linear.BigMatrixImpl;org.apache.commons.math.linear.RealMatrixImpl"
99,"org.apache.commons.math.util.MathUtils"
100,"org.apache.commons.math.estimation.AbstractEstimator"
101,"org.apache.commons.math.complex.ComplexFormat"
102,"org.apache.commons.math.stat.inference.ChiSquareTestImpl"
103,"org.apache.commons.math.distribution.NormalDistributionImpl"
104,"org.apache.commons.math.special.Gamma"
105,"org.apache.commons.math.stat.regression.SimpleRegression"
106,"org.apache.commons.math.fraction.ProperFractionFormat"
