bug_id,classes_modified
30,"com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.util.TokenBuffer"
31,"com.fasterxml.jackson.databind.util.TokenBuffer"
32,"com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer"
33,"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector"
34,"com.fasterxml.jackson.databind.ser.std.NumberSerializer"
35,"com.fasterxml.jackson.databind.jsontype.impl.AsWrapperTypeDeserializer"
36,"com.fasterxml.jackson.databind.util.StdDateFormat"
37,"com.fasterxml.jackson.databind.type.SimpleType"
38,"com.fasterxml.jackson.databind.type.CollectionType;com.fasterxml.jackson.databind.type.MapType;com.fasterxml.jackson.databind.type.SimpleType"
39,"com.fasterxml.jackson.databind.deser.std.NullifyingDeserializer"
40,"com.fasterxml.jackson.databind.deser.std.NumberDeserializers"
41,"com.fasterxml.jackson.databind.type.TypeFactory"
42,"com.fasterxml.jackson.databind.deser.std.FromStringDeserializer"
43,"com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty"
44,"com.fasterxml.jackson.databind.type.SimpleType"
45,"com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase"
46,"com.fasterxml.jackson.databind.type.ReferenceType"
47,"com.fasterxml.jackson.databind.AnnotationIntrospector"
48,"com.fasterxml.jackson.databind.DeserializationConfig;com.fasterxml.jackson.databind.SerializationConfig"
49,"com.fasterxml.jackson.databind.ser.impl.WritableObjectId"
50,"com.fasterxml.jackson.databind.deser.BeanDeserializer"
51,"com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase"
52,"com.fasterxml.jackson.databind.deser.BeanDeserializerBase;com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler"
53,"com.fasterxml.jackson.databind.type.TypeBindings;com.fasterxml.jackson.databind.type.TypeFactory"
54,"com.fasterxml.jackson.databind.ser.PropertyBuilder"
55,"com.fasterxml.jackson.databind.ser.std.StdKeySerializers"
56,"com.fasterxml.jackson.databind.deser.std.FromStringDeserializer"
57,"com.fasterxml.jackson.databind.ObjectReader"
58,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory"
59,"com.fasterxml.jackson.databind.JavaType;com.fasterxml.jackson.databind.type.CollectionLikeType;com.fasterxml.jackson.databind.type.MapLikeType;com.fasterxml.jackson.databind.type.TypeFactory"
60,"com.fasterxml.jackson.databind.ser.std.JsonValueSerializer"
61,"com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.jsontype.impl.StdTypeResolverBuilder"
62,"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer"
63,"com.fasterxml.jackson.databind.JsonMappingException"
64,"com.fasterxml.jackson.databind.ser.PropertyBuilder"
66,"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer"
67,"com.fasterxml.jackson.databind.deser.BasicDeserializerFactory"
68,"com.fasterxml.jackson.databind.deser.BeanDeserializerBase"
69,"com.fasterxml.jackson.databind.deser.impl.CreatorCollector"
70,"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap"
71,"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer"
72,"com.fasterxml.jackson.databind.deser.impl.InnerClassProperty"
73,"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector;com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder"
74,"com.fasterxml.jackson.databind.jsontype.impl.AsPropertyTypeDeserializer"
75,"com.fasterxml.jackson.databind.ser.std.EnumSerializer"
76,"com.fasterxml.jackson.databind.deser.BuilderBasedDeserializer"
77,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory"
78,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory"
79,"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector;com.fasterxml.jackson.databind.introspect.ObjectIdInfo;com.fasterxml.jackson.databind.ser.std.BeanSerializerBase"
80,"com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver"
81,"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector"
82,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory"
83,"com.fasterxml.jackson.databind.deser.std.FromStringDeserializer"
84,"com.fasterxml.jackson.databind.type.ResolvedRecursiveType"
85,"com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase"
86,"com.fasterxml.jackson.databind.type.ResolvedRecursiveType"
87,"com.fasterxml.jackson.databind.util.StdDateFormat"
88,"com.fasterxml.jackson.databind.jsontype.impl.ClassNameIdResolver"
90,"com.fasterxml.jackson.databind.deser.ValueInstantiator;com.fasterxml.jackson.databind.deser.std.StdValueInstantiator"
91,"com.fasterxml.jackson.databind.deser.DeserializerCache"
92,"com.fasterxml.jackson.databind.deser.BeanDeserializerFactory"
93,"com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator"
94,"com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator"
95,"com.fasterxml.jackson.databind.type.TypeFactory;com.fasterxml.jackson.databind.type.TypeParser"
96,"com.fasterxml.jackson.databind.deser.BasicDeserializerFactory"
97,"com.fasterxml.jackson.databind.node.POJONode"
98,"com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler"
99,"com.fasterxml.jackson.databind.type.ReferenceType"
100,"com.fasterxml.jackson.databind.node.TreeTraversingParser"
101,"com.fasterxml.jackson.databind.deser.BeanDeserializer"
102,"com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase"
103,"com.fasterxml.jackson.databind.DatabindContext;com.fasterxml.jackson.databind.DeserializationContext;com.fasterxml.jackson.databind.JsonMappingException;com.fasterxml.jackson.databind.SerializerProvider;com.fasterxml.jackson.databind.deser.BasicDeserializerFactory;com.fasterxml.jackson.databind.deser.BeanDeserializerFactory;com.fasterxml.jackson.databind.deser.DeserializerCache;com.fasterxml.jackson.databind.deser.SettableAnyProperty;com.fasterxml.jackson.databind.deser.SettableBeanProperty;com.fasterxml.jackson.databind.deser.std.StdDeserializer;com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer;com.fasterxml.jackson.databind.deser.std.StdValueInstantiator;com.fasterxml.jackson.databind.introspect.BasicBeanDescription;com.fasterxml.jackson.databind.ser.DefaultSerializerProvider;com.fasterxml.jackson.databind.ser.PropertyBuilder;com.fasterxml.jackson.databind.util.ClassUtil"
104,"com.fasterxml.jackson.databind.util.StdDateFormat"
105,"com.fasterxml.jackson.databind.deser.std.JdkDeserializers"
106,"com.fasterxml.jackson.databind.node.TreeTraversingParser"
107,"com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase"
108,"com.fasterxml.jackson.databind.ObjectReader"
109,"com.fasterxml.jackson.databind.ser.std.NumberSerializer;com.fasterxml.jackson.databind.ser.std.NumberSerializers"
110,"com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers"
111,"com.fasterxml.jackson.databind.deser.CreatorProperty;com.fasterxml.jackson.databind.deser.impl.FieldProperty;com.fasterxml.jackson.databind.deser.impl.MethodProperty;com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty;com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty;com.fasterxml.jackson.databind.deser.impl.SetterlessProperty;com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer"
112,"com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer"
