bug_id,classes_modified
72,"com.google.javascript.jscomp.FunctionToBlockMutator;com.google.javascript.jscomp.RenameLabels"
73,"com.google.javascript.jscomp.CodeGenerator"
74,"com.google.javascript.jscomp.PeepholeFoldConstants"
75,"com.google.javascript.jscomp.NodeUtil"
76,"com.google.javascript.jscomp.DeadAssignmentsElimination"
77,"com.google.javascript.jscomp.CodeGenerator"
78,"com.google.javascript.jscomp.PeepholeFoldConstants"
79,"com.google.javascript.jscomp.Normalize;com.google.javascript.jscomp.VarCheck"
80,"com.google.javascript.jscomp.NodeUtil"
81,"com.google.javascript.jscomp.parsing.IRFactory"
82,"com.google.javascript.rhino.jstype.JSType"
83,"com.google.javascript.jscomp.CommandLineRunner"
84,"com.google.javascript.jscomp.parsing.IRFactory"
85,"com.google.javascript.jscomp.UnreachableCodeElimination"
86,"com.google.javascript.jscomp.NodeUtil"
87,"com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax"
88,"com.google.javascript.jscomp.DeadAssignmentsElimination"
89,"com.google.javascript.jscomp.CollapseProperties;com.google.javascript.jscomp.GlobalNamespace"
90,"com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.rhino.jstype.FunctionType"
91,"com.google.javascript.jscomp.CheckGlobalThis"
92,"com.google.javascript.jscomp.ProcessClosurePrimitives"
94,"com.google.javascript.jscomp.NodeUtil"
95,"com.google.javascript.jscomp.TypedScopeCreator"
96,"com.google.javascript.jscomp.TypeCheck"
97,"com.google.javascript.jscomp.PeepholeFoldConstants"
98,"com.google.javascript.jscomp.ReferenceCollectingCallback"
99,"com.google.javascript.jscomp.CheckGlobalThis"
100,"com.google.javascript.jscomp.CheckGlobalThis"
101,"com.google.javascript.jscomp.CommandLineRunner"
102,"com.google.javascript.jscomp.Normalize"
103,"com.google.javascript.jscomp.ControlFlowAnalysis;com.google.javascript.jscomp.DisambiguateProperties"
104,"com.google.javascript.rhino.jstype.UnionType"
105,"com.google.javascript.jscomp.FoldConstants"
106,"com.google.javascript.jscomp.GlobalNamespace;com.google.javascript.rhino.JSDocInfoBuilder"
107,"com.google.javascript.jscomp.CommandLineRunner"
108,"com.google.javascript.jscomp.ScopedAliases"
109,"com.google.javascript.jscomp.parsing.JsDocInfoParser"
110,"com.google.javascript.jscomp.ScopedAliases;com.google.javascript.rhino.Node"
111,"com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter"
112,"com.google.javascript.jscomp.TypeInference"
113,"com.google.javascript.jscomp.ProcessClosurePrimitives"
114,"com.google.javascript.jscomp.NameAnalyzer"
115,"com.google.javascript.jscomp.FunctionInjector"
116,"com.google.javascript.jscomp.FunctionInjector"
117,"com.google.javascript.jscomp.TypeValidator"
118,"com.google.javascript.jscomp.DisambiguateProperties"
119,"com.google.javascript.jscomp.GlobalNamespace"
120,"com.google.javascript.jscomp.ReferenceCollectingCallback"
121,"com.google.javascript.jscomp.InlineVariables"
122,"com.google.javascript.jscomp.parsing.IRFactory"
123,"com.google.javascript.jscomp.CodeGenerator"
124,"com.google.javascript.jscomp.ExploitAssigns"
125,"com.google.javascript.jscomp.TypeCheck"
126,"com.google.javascript.jscomp.MinimizeExitPoints"
127,"com.google.javascript.jscomp.UnreachableCodeElimination"
128,"com.google.javascript.jscomp.CodeGenerator"
129,"com.google.javascript.jscomp.PrepareAst"
130,"com.google.javascript.jscomp.CollapseProperties"
131,"com.google.javascript.rhino.TokenStream"
132,"com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax"
133,"com.google.javascript.jscomp.parsing.JsDocInfoParser"
134,"com.google.javascript.jscomp.AmbiguateProperties;com.google.javascript.jscomp.TypedScopeCreator"
135,"com.google.javascript.jscomp.DevirtualizePrototypeMethods;com.google.javascript.rhino.jstype.FunctionType"
136,"com.google.javascript.jscomp.MethodCompilerPass;com.google.javascript.jscomp.RenameVars"
137,"com.google.javascript.jscomp.MakeDeclaredNamesUnique;com.google.javascript.jscomp.NodeUtil;com.google.javascript.jscomp.Normalize"
138,"com.google.javascript.jscomp.ClosureReverseAbstractInterpreter;com.google.javascript.jscomp.TypeInference"
139,"com.google.javascript.jscomp.Normalize"
140,"com.google.javascript.jscomp.Compiler"
141,"com.google.javascript.jscomp.NodeUtil;com.google.javascript.jscomp.PureFunctionIdentifier"
142,"com.google.javascript.jscomp.CoalesceVariableNames;com.google.javascript.jscomp.parsing.JsDocInfoParser"
143,"com.google.javascript.jscomp.AbstractCommandLineRunner;com.google.javascript.jscomp.RemoveConstantExpressions"
144,"com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.jscomp.TypedScopeCreator;com.google.javascript.rhino.jstype.FunctionBuilder;com.google.javascript.rhino.jstype.FunctionType"
145,"com.google.javascript.jscomp.CodeGenerator"
146,"com.google.javascript.rhino.jstype.JSType"
147,"com.google.javascript.jscomp.CheckGlobalThis;com.google.javascript.jscomp.RuntimeTypeCheck"
148,"com.google.javascript.jscomp.PeepholeFoldConstants;com.google.javascript.jscomp.SourceMap"
149,"com.google.javascript.jscomp.AbstractCommandLineRunner;com.google.javascript.jscomp.CommandLineRunner;com.google.javascript.jscomp.Compiler;com.google.javascript.jscomp.CompilerOptions"
150,"com.google.javascript.jscomp.TypedScopeCreator"
151,"com.google.javascript.jscomp.CommandLineRunner"
152,"com.google.javascript.rhino.jstype.FunctionType"
153,"com.google.javascript.jscomp.Normalize;com.google.javascript.jscomp.SyntacticScopeCreator"
154,"com.google.javascript.jscomp.TypeCheck;com.google.javascript.jscomp.TypeValidator"
155,"com.google.javascript.jscomp.InlineVariables;com.google.javascript.jscomp.ReferenceCollectingCallback;com.google.javascript.jscomp.Scope"
156,"com.google.javascript.jscomp.CollapseProperties"
157,"com.google.javascript.jscomp.CodeGenerator;com.google.javascript.jscomp.parsing.IRFactory;com.google.javascript.jscomp.RenamePrototypes"
158,"com.google.javascript.jscomp.AbstractCommandLineRunner;com.google.javascript.jscomp.CommandLineRunner;com.google.javascript.jscomp.DiagnosticGroups"
159,"com.google.javascript.jscomp.InlineFunctions"
160,"com.google.javascript.jscomp.Compiler"
161,"com.google.javascript.jscomp.PeepholeFoldConstants"
162,"com.google.javascript.jscomp.Scope;com.google.javascript.jscomp.ScopedAliases"
163,"com.google.javascript.jscomp.AnalyzePrototypeProperties;com.google.javascript.jscomp.CrossModuleMethodMotion"
164,"com.google.javascript.rhino.jstype.ArrowType"
165,"com.google.javascript.rhino.jstype.JSTypeRegistry;com.google.javascript.rhino.jstype.ObjectType;com.google.javascript.rhino.jstype.RecordType;com.google.javascript.rhino.jstype.RecordTypeBuilder"
166,"com.google.javascript.rhino.jstype.PrototypeObjectType"
167,"com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter;com.google.javascript.rhino.jstype.JSType"
168,"com.google.javascript.jscomp.TypedScopeCreator"
169,"com.google.javascript.rhino.jstype.ArrowType;com.google.javascript.rhino.jstype.EquivalenceMethod;com.google.javascript.rhino.jstype.FunctionType;com.google.javascript.rhino.jstype.JSType;com.google.javascript.rhino.jstype.RecordType;com.google.javascript.rhino.jstype.UnionType"
170,"com.google.javascript.jscomp.FlowSensitiveInlineVariables"
171,"com.google.javascript.jscomp.TypeInference;com.google.javascript.jscomp.TypedScopeCreator"
172,"com.google.javascript.jscomp.TypedScopeCreator"
173,"com.google.javascript.jscomp.CodeGenerator;com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax"
174,"com.google.javascript.jscomp.JsAst;com.google.javascript.jscomp.NodeUtil;com.google.javascript.jscomp.ScopedAliases"
175,"com.google.javascript.jscomp.FunctionInjector"
176,"com.google.javascript.jscomp.TypeInference"
