GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,org.apache.commons.lang.text,StrBuilder.StrBuilderReader,148,0,24,0,30,0,21,0,9,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrMatcher.StringMatcher,40,0,6,0,10,0,5,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrLookup,31,0,0,0,13,0,5,0,5,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrBuilder.StrBuilderWriter,43,0,0,0,15,0,8,0,8,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrTokenizer,967,0,94,0,250,0,112,0,65,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrLookup.MapStrLookup,23,0,4,0,9,0,4,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang.text,StrBuilder.StrBuilderTokenizer,35,0,4,0,10,0,5,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableDouble,147,0,4,0,40,0,25,0,23,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableShort,148,0,8,0,39,0,26,0,22,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableByte,148,0,8,0,39,0,26,0,22,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableFloat,139,0,4,0,39,0,25,0,23,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableBoolean,80,0,10,0,22,0,16,0,11,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableObject,59,0,12,0,14,0,13,0,7,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableLong,148,0,8,0,38,0,25,0,21,0
JaCoCo Coverage Report,org.apache.commons.lang.mutable,MutableInt,139,0,8,0,38,0,25,0,21,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities,3626,0,34,0,103,0,30,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.TreeEntityMap,13,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.apache.commons.lang,NumberRange,222,0,40,0,52,0,30,0,10,0
JaCoCo Coverage Report,org.apache.commons.lang,RandomStringUtils,245,0,48,0,53,0,37,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.PrimitiveEntityMap,48,0,2,0,11,0,5,0,4,0
JaCoCo Coverage Report,org.apache.commons.lang,CharRange,225,0,50,0,45,0,37,0,12,0
JaCoCo Coverage Report,org.apache.commons.lang,ClassUtils,805,0,156,0,209,0,101,0,23,0
JaCoCo Coverage Report,org.apache.commons.lang,NullArgumentException,15,0,2,0,2,0,2,0,1,0
JaCoCo Coverage Report,org.apache.commons.lang,NotImplementedException,150,0,12,0,36,0,24,0,18,0
JaCoCo Coverage Report,org.apache.commons.lang,CharUtils,321,0,76,0,62,0,62,0,24,0
JaCoCo Coverage Report,org.apache.commons.lang,ObjectUtils.Null,5,0,0,0,3,0,2,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang,BitField,150,0,14,0,27,0,25,0,18,0
JaCoCo Coverage Report,org.apache.commons.lang,Validate,318,0,70,0,82,0,57,0,22,0
JaCoCo Coverage Report,org.apache.commons.lang,UnhandledException,9,0,0,0,4,0,2,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.HashEntityMap,13,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,org.apache.commons.lang,CharSet,285,0,30,0,61,0,25,0,10,0
JaCoCo Coverage Report,org.apache.commons.lang,CharSetUtils,314,0,62,0,84,0,43,0,12,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.LookupEntityMap,48,0,6,0,12,0,7,0,4,0
JaCoCo Coverage Report,org.apache.commons.lang,IncompleteArgumentException,33,0,2,0,6,0,4,0,3,0
JaCoCo Coverage Report,org.apache.commons.lang,CharEncoding,19,0,2,0,8,0,3,0,2,0
JaCoCo Coverage Report,org.apache.commons.lang,WordUtils,460,0,86,0,118,0,56,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang,NumberUtils,786,0,216,0,190,0,128,0,19,0
JaCoCo Coverage Report,org.apache.commons.lang,StringUtils,3584,0,817,0,941,0,548,0,139,0
JaCoCo Coverage Report,org.apache.commons.lang,IntHashMap.Entry,15,0,0,0,6,0,1,0,1,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.BinaryEntityMap,126,0,10,0,31,0,10,0,5,0
JaCoCo Coverage Report,org.apache.commons.lang,ArrayUtils,3723,0,800,0,949,0,576,0,176,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.MapIntMap,44,0,2,0,9,0,5,0,4,0
JaCoCo Coverage Report,org.apache.commons.lang,SystemUtils,450,0,54,0,117,0,44,0,17,0
JaCoCo Coverage Report,org.apache.commons.lang,Entities.ArrayEntityMap,149,0,10,0,33,0,11,0,6,0
JaCoCo Coverage Report,org.apache.commons.lang,StringEscapeUtils,511,0,84,0,175,0,70,0,21,0
JaCoCo Coverage Report,org.apache.commons.lang,ObjectUtils,118,0,36,0,29,0,29,0,11,0
JaCoCo Coverage Report,org.apache.commons.lang,SerializationUtils,100,0,10,0,35,0,11,0,6,0
JaCoCo Coverage Report,org.apache.commons.lang,LocaleUtils,15,372,3,63,1,80,3,40,0,10
JaCoCo Coverage Report,org.apache.commons.lang,IllegalClassException,50,0,4,0,11,0,6,0,4,0
JaCoCo Coverage Report,org.apache.commons.lang,BooleanUtils,660,0,212,0,171,0,144,0,37,0
JaCoCo Coverage Report,org.apache.commons.lang,IntHashMap,382,0,42,0,89,0,34,0,13,0
JaCoCo Coverage Report,org.apache.commons.lang,SerializationException,16,0,0,0,8,0,4,0,4,0
